title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
The Midnight Shift	Seon-Ran Cheon, Gene Png - translator	2025-09-12	2025-09-12	no read audiobook in export; finish date missing/different	manual book-level pairing	The Midnight Shift	Read	Ebook	2025-09-13	1813562	31934230	B0F4KWNV6Y	9781639735983		paired manually	Cheon Seon-ran / Seon-Ran Cheon name ordering; translator Gene Png agrees.	2650
Empty Heaven	Freddie Kölsch	2025-09-13	2025-09-13	no read audiobook in export	identifier	Empty Heaven	Read	Book	2025-09-13	2014474	32364995	B0F8P9LLTZ	9798349100109		original exact match retained		
Pennyblade	J.L. Worrad	2025-09-15	2025-09-14	no read audiobook in export; finish date missing/different	manual book-level pairing	Pennyblade	Read	Book	2025-09-22	465152	32364997	B09WBDL4QG			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2653
The Girl Without a Voice	Sandra J. Paul	2025-09-16	2025-09-16	no read audiobook in export; finish date missing/different	identifier	The Girl Without a Voice	Read	Book	2025-09-22	2013637	32365025	B0FJZV8YQ4	9798855578683		original exact match retained		
What We Devour	Linsey Miller	2025-09-17	2025-09-16	no read audiobook in export; finish date missing/different	identifier	What We Devour	Read	Book	2025-09-22	465280	32365019	1705038522			original exact match retained		
Are You Even Human: Volume 1	Natalie Maher	2025-09-19	2025-09-19	no read audiobook in export; finish date missing/different	title/author	Are You Even Human: Volume 1	Read	Ebook	2025-09-22	1545260	31605017	B0F6VTP839	9798347004744		original exact match retained		
The Faceless Thing We Adore	Hester Steel	2025-09-23	2025-09-23	no read audiobook in export; finish date missing/different	title/author	The Faceless Thing We Adore	Read	Book	2025-09-24	1905974	32052364	B0F2WBZ2YJ	9798896798033		original exact match retained		
Inanna	Emily H. Wilson	2025-09-24	2025-09-23	no read audiobook in export	manual book-level pairing	Inanna	Read	Book	2025-09-24	824769	32365022	B0D3JLF784	9798855515527		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2666
The Dragon Never Sleeps	Glen Cook	2025-09-24	2025-09-24	no read audiobook in export; finish date missing/different	title/author	The Dragon Never Sleeps	Read	Book		551540	30509734	B00MYJ8L60			original exact match retained		
The Service	Frankie Miren	2025-09-24	2025-09-24	no read audiobook in export	title/author	The Service	Read	Book	2025-09-24	514269	30466745	B097HQVPVY			original exact match retained		
Hell Followed with Us	Andrew Joseph White	2025-09-25	2025-09-24	no read audiobook in export	title/author	Hell Followed with Us	Read	Book	2025-09-25	454825	30409320	B09LKGZ6GD	9780593558799		original exact match retained		
Bright Young Women	Jessica Knoll	2025-09-27	2025-09-26	no read audiobook in export	title/author	Bright Young Women	Read	Book	2025-09-27	876726	30894955	B0BW1TRR1T			original exact match retained		
Cuckoo Song	Frances Hardinge	2025-09-27	2025-09-27	no read audiobook in export	title/author	Cuckoo Song	Read	Book	2025-09-27	448249	32365050	1094085960			original exact match retained		
The Gone World	Tom Sweterlitsch	2025-09-28	2025-09-28	no read audiobook in export	title/author	The Gone World	Read	Ebook	2025-09-28	47278	30404856	B075F8K8B8	9780525497769		original exact match retained		
This Delicious Death	Kayla Cottingham	2025-09-29	2025-09-29	no read audiobook in export	title/author	This Delicious Death	Read	Book	2025-09-29	565969	30527021	B0BZ9C5JRP	9798889563754		original exact match retained		
Manhunt	Gretchen Felker-Martin	2025-09-30	2025-09-29	no read audiobook in export; finish date missing/different	title/author	Manhunt	Read	Book	2025-10-06	473624	30394666	B09S421K5N			original exact match retained		
River of Teeth	Sarah Gailey	2025-10-03	2025-10-02	no read audiobook in export	identifier	River of Teeth	Read	Book	2025-10-03	430494	30404518	B074SWSH7M	9781541482463		original exact match retained		
Taste of Marrow	Sarah Gailey	2025-10-03	2025-10-03	no read audiobook in export	identifier	Taste of Marrow	Read	Book	2025-10-03	465705	31535524	B0759QTZ9L	9781541482470		original exact match retained		
The Three Lives of Cate Kay	Kate Fagan	2025-10-03	2025-10-03	no read audiobook in export	title/author	The Three Lives of Cate Kay	Read	Book	2025-10-03	1603888	31677474	B0D689JC2D	9781668118993		original exact match retained		
Eat the Ones You Love	Sarah Maria Griffin	2025-10-04	2025-10-03	no read audiobook in export	identifier	Eat the Ones You Love	Read	Book	2025-10-04	1195072	32196388	B0CW3W1QL9	9781250353320		original exact match retained		
Silver and Lead	Seanan McGuire	2025-10-05	2025-10-05	no read audiobook in export; finish date missing/different	identifier	Silver and Lead	Read	Book	2025-10-14	1830360	32364991	B0DRMVY8W7	9781250418227		original exact match retained		
Fragments	K.T. Hanna	2025-10-08	2025-10-07	no read audiobook in export	title/author	Fragments	Read	Book	2025-10-08	769460	30771146	B07MKLM1PD			original exact match retained		
Make Room for Love	Darcy Liao	2025-10-11	2025-10-11	no read audiobook in export; finish date missing/different	title/author	Make Room for Love	Read	Book	2025-10-14	1558415	31621453	B0FK6STJ1W			original exact match retained		
Her Majesty's Royal Coven	Juno Dawson	2025-10-12	2025-10-11	no read audiobook in export	title/author	Her Majesty's Royal Coven	Read	Book	2025-10-12	465137	30570025	B09HSRMS1F	9780593588475		original exact match retained		
The Shadow Cabinet	Juno Dawson	2025-10-12	2025-10-12	no read audiobook in export	manual book-level pairing	The Shadow Cabinet	Read	Book	2025-10-12	558734	32320844	B0B88W3SK1	9780008478582		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2682
Human Rites: A Novel	Juno Dawson	2025-10-13	2025-10-12	no read audiobook in export	manual book-level pairing	Human Rites	Read	Book	2025-10-13	1510024	31563778	B0DNGLV1W3	9798217071616		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2683
Queen B	Juno Dawson	2025-10-13	2025-10-13	no read audiobook in export	identifier	Queen B: The Story of Anne Boleyn, Witch Queen	Read	Book	2025-10-13	1214976	32365027	B0CMK54RRZ	9780593907702		original exact match retained		
Delilah Green Doesn't Care	Ashley Herring Blake	2025-10-14	2025-10-13	no read audiobook in export	identifier	Delilah Green Doesn't Care	Read	Book	2025-10-14	455707	31972268	0593551699			original exact match retained		
The Incandescent	Emily Tesh	2025-10-14	2025-10-14	no read audiobook in export; finish date missing/different	manual book-level pairing	The Incandescent	Read	Book	2025-08-02	1545311	32164634	B0DFQX9N3V			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2287
The Poison Court	Amanda Downum	2025-10-14	2025-10-14	no read audiobook in export; finish date missing/different	title/author	The Poison Court	Read	Book		1254181	31279242	1980061904			original exact match retained		
I Keep My Exoskeletons to Myself	Marisa Crane	2025-10-14	2025-10-14	no read audiobook in export; finish date missing/different	manual book-level pairing	I Keep My Exoskeletons to Myself	Read	Book	2025-01-03	652427	30633280	B0BHNSTYMZ			paired manually	Marisa Crane / Mac Crane author-name change; distinctive identical title.	980
A Study in Honor	Claire O'Dell	2025-10-14	2025-10-14	no read audiobook in export; finish date missing/different	manual book-level pairing	A Study in Honor (The Janet Watson Chronicles, #1)	Read	Book	2025-10-15	450857	7420407	B07DDM46S1			paired manually	The Janet Watson Chronicles #1 series suffix; same author.	1491
The Perfect Crimes of Marian Hayes	Cat Sebastian	2025-10-15	2025-10-15	no read audiobook in export; finish date missing/different	title/author	The Perfect Crimes of Marian Hayes	Read	Ebook	2025-10-16	484660	30425319	B09HLB7LHF			original exact match retained		
Bat Eater and Other Names for Cora Zeng	Kylie Lee Baker	2025-10-15	2025-10-15	no read audiobook in export; finish date missing/different	manual book-level pairing	Bat eater	Read	Book	2025-07-18	2356653	31294953	B0D3RBN58J			paired manually	Shortened Bat eater title; same author Kylie Lee Baker.	2431
Atomic Anna	Rachel Barenbaum	2025-10-17	2025-10-17	no read audiobook in export	title/author	Atomic Anna	Read	Book	2025-10-17	513646	32365016	B09S1FVWL3			original exact match retained		
My Darling Dreadful Thing	Johanna van Veen	2025-10-18	2025-10-18	not marked read; no read audiobook in export; finish date missing/different	title/author	My Darling Dreadful Thing	Want to Read	Book		1049045	32089459	B0D6NKHWY2	9798765083529		original exact match retained		
The Default World	Naomi Kanakia	2025-10-20	2025-10-20	no read audiobook in export	title/author	The Default World	Read	Ebook	2025-10-20	1292748	31317854	B0F978VTDT	9798855592405		original exact match retained		
Salvaged	Madeleine Roux	2025-10-21	2025-10-20	no read audiobook in export	identifier	Salvaged	Read	Book	2025-10-21	448416	32365028	059315147X			original exact match retained		
This World Is Not Yours	Kemi Ashing-Giwa	2025-10-21	2025-10-21	no read audiobook in export	manual book-level pairing	This World Is Not Yours	Read	Book	2025-10-21	1476223	32364974	B0DDZXJW2Q			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2021
Tell Me I'm Worthless	Alison Rumfitt	2025-10-22	2025-10-21	no read audiobook in export	title/author	Tell Me I'm Worthless	Read	Book	2025-10-22	482844	30423142	B0B1JMBQDM			original exact match retained		
Sundial	Catriona Ward	2025-10-22	2025-10-22	no read audiobook in export	title/author	Sundial	Read	Book	2025-10-22	473732	30394784	1250841194			original exact match retained		
The Fervor	Alma Katsu	2025-10-23	2025-10-22	no read audiobook in export	title/author	The Fervor	Read	Book	2025-10-23	512552	32365032	B09FVXVXHF			original exact match retained		
Silver Nitrate	Silvia Moreno-Garcia	2025-10-24	2025-10-23	no read audiobook in export	title/author	Silver Nitrate	Read	Ebook	2025-10-24	626730	30602385	B0BL8NK7TP			original exact match retained		
Mexican Gothic	Silvia Moreno-Garcia	2025-10-24	2025-10-24	no read audiobook in export	title/author	Mexican Gothic	Read	Ebook	2025-10-24	428353	30404138	0593213866	9780593213865		original exact match retained		
Jackal	Erin E. Adams	2025-10-24	2025-10-24	no read audiobook in export	title/author	Jackal	Read	Book	2025-10-24	511512	30463730	B09SNHB1QP			original exact match retained		
Bad Cree	Jessica Johns	2025-10-25	2025-10-24	no read audiobook in export	manual book-level pairing	Bad Cree	Read	Book	2025-10-25	603189	32196470	B09YKRSDHT			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2702
Bad Creek	Peyton June	2025-10-25	2025-10-25	no read audiobook in export	title/author	Bad Creek	Read	Book	2025-10-25	1775794	31886825	B0F2W5DZWK	9798897560875		original exact match retained		
Sordidez	E.G. Condé	2025-10-26	2025-10-25	no read audiobook in export	identifier	Sordidez	Read	Ebook	2025-10-26	1149883	32066023	B0CXYNXF4M	9798875111020		original exact match retained		
The Sovereign	C. L. Clark	2025-10-27	2025-10-26	no read audiobook in export	identifier	The Sovereign	Read	Book	2025-10-27	824788	32320838	B0DTRM2YZL	9781668642177		original exact match retained		
The Mean Ones	Tatiana Schlote-Bonne	2025-10-28	2025-10-28	no read audiobook in export	identifier	The Mean Ones	Read	Book	2025-10-28	1996725	32364972	B0FNRZB6S8	9798349108259		original exact match retained		
I Am the Dark That Answers When You Call	Jamison Shea	2025-10-29	2025-10-28	no read audiobook in export	identifier	I Am the Dark That Answers When You Call	Read	Book	2025-10-29	1042661	32365018	B0CNFHVPKN	9781250363152		original exact match retained		
Cackle	Rachel Harrison	2025-11-01	2025-10-31	no read audiobook in export	title/author	Cackle	Read	Book	2025-11-01	454999	31132237	0593456866			original exact match retained		
Rules for Ghosting	Shelly Jay Shore	2025-11-01	2025-11-01	no read audiobook in export	identifier	Rules for Ghosting	Read	Book	2025-11-01	1295104	32365013	B0CT73WR71	9780593948118		original exact match retained		
I Will Never Leave You	Kara A. Kennedy	2025-11-02	2025-11-02	no read audiobook in export	identifier	I Will Never Leave You	Read	Book	2025-11-02	1083050	32365015	B0CLYPM756	9780593866047		original exact match retained		
Son of the Morning	Akwaeke Emezi	2025-11-08	2025-11-07	no read audiobook in export	manual book-level pairing	Son of the Morning	Read	Book	2025-11-08	1309659	32364979	B0DWNJWT78	9780063323216		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2720
The Macabre	Kosoko Jackson	2025-11-08	2025-11-08	no read audiobook in export	title/author	The Macabre	Read	Book	2025-11-08	1906178	32365041	B0DQF1T9R4	9780063394506		original exact match retained		
The Whistler	Nick Medina	2025-11-09	2025-11-08	no read audiobook in export	manual book-level pairing	The Whistler	Read	Book	2025-11-09	1906176	32364975		9780593820407		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2724
Killer Potential	Hannah Deitch	2025-11-10	2025-11-09	no read audiobook in export	title/author	Killer Potential	Read	Book	2025-11-10	1675540	31765613	B0D7WDBRV3	9780063356535		original exact match retained		
Cry, Voidbringer	Elaine Ho	2025-11-11	2025-11-10	no read audiobook in export	identifier	Cry, Voidbringer	Read	Book	2025-11-11	1897662	32365029	B0FSN95FPL	9798347023646		original exact match retained		
House of Monstrous Women	Daphne Fama	2025-11-15	2025-11-15	not marked read; no read audiobook in export; finish date missing/different	title/author	House of Monstrous Women	Want to Read	Book		1718141	31816288	B0DNLK64NY	9798217074853		original exact match retained		
